orthographe	phonetique
abandonnes	abAdOn
abandonnez	abAdOne
abandonniez	abAdOnje
abandonnions	abAdOnjo~
abandonnons	abAdOno~
abandonnâmes	abAdOnam
abandonnât	abAdOna
abandonnâtes	abAdOnat
abandonnèrent	abAdOnER
abandonné	abAdOne
abandonnée	abAdOne
abandonnées	abAdOne
abandonnés	abAdOne
abandons	abAdo~
abasourdi	abazuRdi
abasourdie	abazuRdi
abasourdies	abazuRdi
abasourdir	abazuRdiR
abasourdira	abazuRdiRa
abasourdirai	abazuRdiRe
abasourdiraient	abazuRdiRE
abasourdirais	abazuRdiRE
abasourdirait	abazuRdiRE
abasourdiras	abazuRdiRa
abasourdirent	abazuRdiR
abasourdirez	abazuRdiRe
abasourdiriez	abazuRdiRje
abasourdirions	abazuRdiRjo~
abasourdirons	abazuRdiRo~
abasourdiront	abazuRdiRo~
abasourdis	abazuRdi
abasourdissaient	abazuRdisE
abasourdissais	abazuRdisE
abasourdissait	abazuRdisE
abasourdissant	abazuRdisA
abasourdisse	abazuRdis
abasourdissent	abazuRdis
abasourdisses	abazuRdis
abasourdissez	abazuRdise
abasourdissiez	abazuRdisje
abasourdissions	abazuRdisjo~
abasourdissons	abazuRdiso~
abasourdit	abazuRdi
abasourdîmes	abazuRdim
abasourdît	abazuRdi
abasourdîtes	abazuRdit
abat	aba
abat-jour	abaZuR
abats	aba
abattage	abataZ
abattages	abataZ
abattaient	abatE
abattais	abatE
abattait	abatE
abattant	abatA
abatte	abat
abattement	abat@mA
abattements	abat@mA
abattent	abat
abattes	abat
abattez	abate
abattiez	abatje
abattions	abatjo~
abattirent	abatiR
abattis	abati
abattisse	abatis
abattissent	abatis
abattisses	abatis
abattissiez	abatisje
abattissions	abatisjo~
abattit	abati
abattoir	abatwaR
abattoirs	abatwaR
abattons	abato~
abattra	abatRa
abattrai	abatRe
abattraient	abatRE
abattrais	abatRE
abattrait	abatRE
abattras	abatRa
abattre	abatR
abattrez	abatRe
abattriez	abatRije
abattrions	abatRijo~
abattrons	abatRo~
abattront	abatRo~
abattu	abaty
abattue	abaty
abattues	abaty
abattus	abaty
abattîmes	abatim
abattît	abati
abattîtes	abatit
abbatiale	abasjal
abbatiales	abasjal
abbaye	abei
abbayes	abei
abbesse	abEs
abbesses	abEs
abbé	abe
abbés	abe
abcès	apsE
abdication	abdikasjo~
abdications	abdikasjo~
abdiqua	abdika
abdiquai	abdike
abdiquaient	abdikE
abdiquais	abdikE
abdiquait	abdikE
abdiquant	abdikA
abdiquas	abdika
abdiquasse	abdikas
abdiquassent	abdikas
abdiquasses	abdikas
abdiquassiez	abdikasje
abdiquassions	abdikasjo~
abdique	abdik
abdiquent	abdik
abdiquer	abdike
abdiquera	abdik@Ra
abdiquerai	abdik@Re
abdiqueraient	abdik@RE
abdiquerais	abdik@RE
abdiquerait	abdik@RE
abdiqueras	abdik@Ra
abdiquerez	abdik@Re
abdiqueriez	abdik@Rje
abdiquerions	abdik@Rjo~
abdiquerons	abdik@Ro~
abdiqueront	abdik@Ro~
abdiques	abdik
abdiquez	abdike
abdiquiez	abdikje
abdiquions	abdikjo~
abdiquons	abdiko~
abdiquâmes	abdikam
abdiquât	abdika
abdiquâtes	abdikat
abdiquèrent	abdikER
abdiqué	abdike
abdiquée	abdike
abdiquées	abdike
abdiqués	abdike
abdomen	abdOmEn
abdomens	abdOmEn
abdominal	abdOminal
abdominale	abdOminal
abdominales	abdOminal
abdominaux	abdOmino
abducteur	abdykt9R
abducteurs	abdykt9R
abduction	abdyksjo~
abductions	abdyksjo~
abductrice	abdyktRis
abductrices	abdyktRis
abeille	abEj
abeilles	abEj
aberrant	abeRA
aberrante	abERAt
aberrantes	abERAt
aberrants	abeRA
aberration	abeRasjo~
aberrations	abeRasjo~
abhorra	abORa
abhorrai	abORe
abhorraient	abORE
abhorrais	abORE
abhorrait	abORE
abhorrant	abORA
abhorras	abORa
abhorrasse	abORas
abhorrassent	abORas
abhorrasses	abORas
abhorrassiez	abORasje
abhorrassions	abORasjo~
abhorre	abOR
abhorrent	abOR
abhorrer	abORe
abhorrera	abOR@Ra
abhorrerai	abOR@Re
abhorreraient	abOR@RE
abhorrerais	abOR@RE
abhorrerait	abOR@RE
abhorreras	abOR@Ra
abhorrerez	abOR@Re
abhorreriez	abOR@Rje
abhorrerions	abOR@Rjo~
abhorrerons	abOR@Ro~
abhorreront	abOR@Ro~
abhorres	abOR
abhorrez	abORe
abhorriez	abORje
abhorrions	abORjo~
abhorrons	abORo~
abhorrâmes	abORam
abhorrât	abORa
abhorrâtes	abORat
abhorrèrent	abORER
abhorré	abORe
abhorrée	abORe
abhorrées	abORe
abhorrés	abORe
abject	abZEkt
abjecte	abZEkt
abjectement	abZEkt@mA
abjectes	abZEkt
abjection	abZEksjo~
abjections	abZEksjo~
abjects	abZEkt
abjura	abZyRa
abjurai	abZyRe
abjuraient	abZyRE
abjurais	abZyRE
abjurait	abZyRE
abjurant	abZyRA
abjuras	abZyRa
abjurasse	abZyRas
abjurassent	abZyRas
abjurasses	abZyRas
abjurassiez	abZyRasje
abjurassions	abZyRasjo~
abjuration	abZyRasjo~
abjurations	abZyRasjo~
abjure	abZyR
abjurent	abZyR
abjurer	abZyRe
abjurera	abZyR@Ra
abjurerai	abZyR@Re
abjureraient	abZyR@RE
abjurerais	abZyR@RE
abjurerait	abZyR@RE
abjureras	abZyR@Ra
abjurerez	abZyR@Re
abjureriez	abZyR@Rje
abjurerions	abZyR@Rjo~
abjurerons	abZyR@Ro~
abjureront	abZyR@Ro~
abjures	abZyR
abjurez	abZyRe
abjuriez	abZyRje
abjurions	abZyRjo~
abjurons	abZyRo~
abjurâmes	abZyRam
abjurât	abZyRa
abjurâtes	abZyRat
abjurèrent	abZyRER
abjuré	abZyRe
abjurée	abZyRe
abjurées	abZyRe
abjurés	abZyRe
ablatif	ablatif
ablatifs	ablatif
ablation	ablasjo~
ablations	ablasjo~
ablative	ablativ
ablatives	ablativ
ablette	ablEt
ablettes	ablEt
ablution	ablysjo~
ablutions	ablysjo~
abnégation	abnegasjo~
abnégations	abnegasjo~
aboie	abwa
aboiement	abwamA
aboiements	abwamA
aboient	abwa
aboiera	abwaRa
aboierai	abwaRe
aboieraient	abwaRE
aboierais	abwaRE
aboierait	abwaRE
aboieras	abwaRa
aboierez	abwaRe
aboieriez	abwaRje
aboierions	abwaRjo~
aboierons	abwaRo~
aboieront	abwaRo~
aboies	abwa
abois	abwa
aboli	abOli
abolie	abOli
abolies	abOli
abolir	abOliR
abolira	abOliRa
abolirai	abOliRe
aboliraient	abOliRE
abolirais	abOliRE
abolirait	abOliRE
aboliras	abOliRa
abolirent	abOliR
abolirez	abOliRe
aboliriez	abOliRje
abolirions	abOliRjo~
abolirons	abOliRo~
aboliront	abOliRo~
abolis	abOli
abolissaient	abOlisE
abolissais	abOlisE
abolissait	abOlisE
abolissant	abOlisA
abolisse	abOlis
abolissent	abOlis
abolisses	abOlis
abolissez	abOlise
abolissiez	abOlisje
abolissions	abOlisjo~
abolissons	abOliso~
abolit	abOli
abolition	abOlisjo~
abolitionniste	abOlisjOnist
abolitionnistes	abOlisjOnist
abolitions	abOlisjo~
abolîmes	abOlim
abolît	abOli
abolîtes	abOlit
abominable	abOminabl
abominablement	abOminabl@mA
abominables	abOminabl
abomination	abOminasjo~
abominations	abOminasjo~
abonda	abo~da
abondai	abo~de
abondaient	abo~dE
abondais	abo~dE
abondait	abo~dE
abondamment	abo~damA
abondance	abo~dAs
abondances	abo~dAs
abondant	abo~dA
abondante	abo~dAt
abondantes	abo~dAt
abondants	abo~dA
abondas	abo~da
abondasse	abo~das
abondassent	abo~das
abondasses	abo~das
abondassiez	abo~dasje
abondassions	abo~dasjo~
abonde	abo~d
abondent	abo~d
abonder	abo~de
abondera	abo~d@Ra
abonderai	abo~d@Re
abonderaient	abo~d@RE
abonderais	abo~d@RE
abonderait	abo~d@RE
abonderas	abo~d@Ra
abonderez	abo~d@Re
abonderiez	abo~d@Rje
abonderions	abo~d@Rjo~
abonderons	abo~d@Ro~
abonderont	abo~d@Ro~
abondes	abo~d
abondez	abo~de
abondiez	abo~dje
abondions	abo~djo~
abondons	abo~do~
abondâmes	abo~dam
abondât	abo~da
abondâtes	abo~dat
abondèrent	abo~dER
abondé	abo~de
abondée	abo~de
abondées	abo~de
abondés	abo~de
abonna	abOna
abonnai	abOne
abonnaient	abOnE
abonnais	abOnE
abonnait	abOnE
abonnant	abOnA
abonnas	abOna
abonnasse	abOnas
abonnassent	abOnas
abonnasses	abOnas
abonnassiez	abOnasje
abonnassions	abOnasjo~
abonne	abOn
abonnement	abOn@mA
abonnements	abOn@mA
abonnent	abOn
abonner	abOne
abonnera	abOn@Ra
abonnerai	abOn@Re
abonneraient	abOn@RE
abonnerais	abOn@RE
abonnerait	abOn@RE
abonneras	abOn@Ra
abonnerez	abOn@Re
abonneriez	abOn@Rje
abonnerions	abOn@Rjo~
abonnerons	abOn@Ro~
abonneront	abOn@Ro~
abonnes	abOn
abonnez	abOne
abonniez	abOnje
abonnions	abOnjo~
abonnons	abOno~
abonnâmes	abOnam
abonnât	abOna
abonnâtes	abOnat
abonnèrent	abOnER
abonné	abOne
abonnée	abOne
abonnées	abOne
abonnés	abOne
abord	abOR
aborda	abORda
abordable	abORdabl
abordables	abORdabl
abordage	abORdaZ
abordages	abORdaZ
abordai	abORde
abordaient	abORdE
abordais	abORdE
abordait	abORdE
abordant	abORdA
abordas	abORda
abordasse	abORdas
abordassent	abORdas
abordasses	abORdas
abordassiez	abORdasje
abordassions	abORdasjo~
aborde	abORd
abordent	abORd
aborder	abORde
abordera	abORd@Ra
aborderai	abORd@Re
aborderaient	abORd@RE
aborderais	abORd@RE
aborderait	abORd@RE
aborderas	abORd@Ra
aborderez	abORd@Re
aborderiez	abORd@Rje
aborderions	abORd@Rjo~
aborderons	abORd@Ro~
aborderont	abORd@Ro~
abordes	abORd
abordez	abORde
abordiez	abORdje
abordions	abORdjo~
abordons	abORdo~
abords	abOR
abordâmes	abORdam
abordât	abORda
abordâtes	abORdat
abordèrent	abORdER
abordé	abORde
abordée	abORde
abordées	abORde
abordés	abORde
aborigène	abORiZEn
aborigènes	abORiZEn
abortif	abORtif
abortifs	abORtif
abortive	abORtiv
abortives	abORtiv
abouti	abuti
aboutie	abuti
abouties	abuti
aboutir	abutiR
aboutira	abutiRa
aboutirai	abutiRe
aboutiraient	abutiRE
aboutirais	abutiRE
aboutirait	abutiRE
aboutiras	abutiRa
aboutirent	abutiR
aboutirez	abutiRe
aboutiriez	abutiRje
aboutirions	abutiRjo~
aboutirons	abutiRo~
aboutiront	abutiRo~
aboutis	abuti
aboutissaient	abutisE
aboutissais	abutisE
aboutissait	abutisE
aboutissant	abutisA
aboutissants	abutisA
aboutisse	abutis
aboutissement	abutis@mA
aboutissements	abutis@mA
aboutissent	abutis
aboutisses	abutis
aboutissez	abutise
aboutissiez	abutisje
aboutissions	abutisjo~
aboutissons	abutiso~
aboutit	abuti
aboutîmes	abutim
aboutît	abuti
aboutîtes	abutit
aboya	abwaja
aboyai	abwaje
aboyaient	abwajE
aboyais	abwajE
aboyait	abwajE
aboyant	abwajA
aboyas	abwaja
aboyasse	abwajas
aboyassent	abwajas
aboyasses	abwajas
aboyassiez	abwajasje
aboyassions	abwajasjo~
aboyer	abwaje
aboyez	abwaje
aboyiez	abwajie
aboyions	abwajio~
aboyons	abwajo~
aboyâmes	abwajam
aboyât	abwaja
aboyâtes	abwajat
aboyèrent	abwajER
aboyé	abwaje
aboyée	abwaje
aboyées	abwaje
aboyés	abwaje
abracadabra	abRakadabRa
abracadabrant	abRakadabRA
abracadabrante	abRakadabRAt
abracadabrantes	abRakadabRAt
abracadabrants	abRakadabRA
abrasif	abRazif
abrasifs	abRazif
abrasive	abRaziv
abrasives	abRaziv
abreuva	abR9va
abreuvai	abR9ve
abreuvaient	abR9vE
abreuvais	abR9vE
abreuvait	abR9vE
abreuvant	abR9vA
abreuvas	abR9va
abreuvasse	abR9vas
abreuvassent	abR9vas
abreuvasses	abR9vas
abreuvassiez	abR9vasje
abreuvassions	abR9vasjo~
abreuve	abR9v
abreuvent	abR9v
abreuver	abR9ve
abreuvera	abR9v@Ra
abreuverai	abR9v@Re
abreuveraient	abR9v@RE
abreuverais	abR9v@RE
abreuverait	abR9v@RE
abreuveras	abR9v@Ra
abreuverez	abR9v@Re
abreuveriez	abR9v@Rje
abreuverions	abR9v@Rjo~
abreuverons	abR9v@Ro~
abreuveront	abR9v@Ro~
abreuves	abR9v
abreuvez	abR9ve
abreuviez	abR9vje
abreuvions	abR9vjo~
abreuvoir	abR9vwaR
abreuvoirs	abR9vwaR
abreuvons	abR9vo~
abreuvâmes	abR9vam
abreuvât	abR9va
abreuvâtes	abR9vat
abreuvèrent	abR9vER
abreuvé	abR9ve
abreuvée	abR9ve
abreuvées	abR9ve
abreuvés	abR9ve
abri	abRi
abricot	abRiko
abricotier	abRikOtje
abricotiers	abRikOtje
abricots	abRiko
abris	abRi
abrita	abRita
abritai	abRite
abritaient	abRitE
abritais	abRitE
abritait	abRitE
abritant	abRitA
abritas	abRita
abritasse	abRitas
abritassent	abRitas
abritasses	abRitas
abritassiez	abRitasje
abritassions	abRitasjo~
abrite	abRit
abritent	abRit
abriter	abRite
abritera	abRit@Ra
abriterai	abRit@Re
abriteraient	abRit@RE
abriterais	abRit@RE
abriterait	abRit@RE
abriteras	abRit@Ra
abriterez	abRit@Re
abriteriez	abRit@Rje
abriterions	abRit@Rjo~
abriterons	abRit@Ro~
abriteront	abRit@Ro~
abrites	abRit
abritez	abRite
abritiez	abRitje
abritions	abRitjo~
abritons	abRito~
abritâmes	abRitam
abritât	abRita
abritâtes	abRitat
abritèrent	abRitER
abrité	abRite
abritée	abRite
abritées	abRite
abrités	abRite
abrogatif	abRogatif
abrogatifs	abRogatif
abrogation	abROgasjo~
abrogations	abROgasjo~
abrogative	abRogativ
abrogatives	abRogativ
abrogatoire	abRogatwaR
abrogatoires	abRogatwaR
abroge	abROZ
abrogea	abROZa
abrogeai	abROZe
abrogeaient	abROZE
abrogeais	abROZE
abrogeait	abROZE
abrogeant	abROZA
abrogeas	abROZa
abrogeasse	abROZas
abrogeassent	abROZas
abrogeasses	abROZas
abrogeassiez	abROZasje
abrogeassions	abROZasjo~
abrogent	abROZ
abrogeons	abROZo~
abroger	abROZe
abrogera	abROZ@Ra
abrogerai	abROZ@Re
abrogeraient	abROZ@RE
abrogerais	abROZ@RE
abrogerait	abROZ@RE
abrogeras	abROZ@Ra
abrogerez	abROZ@Re
abrogeriez	abROZ@Rje
abrogerions	abROZ@Rjo~
abrogerons	abROZ@Ro~
abrogeront	abROZ@Ro~
abroges	abROZ
abrogez	abROZe
abrogeâmes	abROZam
abrogeât	abROZa
abrogeâtes	abROZat
abrogiez	abROZje
abrogions	abROZjo~
abrogèrent	abROZER
abrogé	abROZe
abrogée	abROZe
abrogées	abROZe
abrogés	abROZe
abrupt	abRypt
abrupte	abRypt
abruptement	abRypt@mA
abruptes	abRypt
abrupts	abRypt
abruti	abRyti
abrutie	abRyti
abruties	abRyti
abrutir	abRytiR
abrutira	abRytiRa
abrutirai	abRytiRe
abrutiraient	abRytiRE
abrutirais	abRytiRE
abrutirait	abRytiRE
abrutiras	abRytiRa
abrutirent	abRytiR
abrutirez	abRytiRe
abrutiriez	abRytiRje
abrutirions	abRytiRjo~
abrutirons	abRytiRo~
abrutiront	abRytiRo~
abrutis	abRyti
abrutissaient	abRytisE
abrutissais	abRytisE
abrutissait	abRytisE
abrutissant	abRytisA
abrutissante	abRytisAt
abrutissantes	abRytisAt
abrutissants	abRytisA
abrutisse	abRytis
abrutissement	abRytis@mA
abrutissements	abRytis@mA
abrutissent	abRytis
abrutisses	abRytis
abrutissez	abRytise
abrutissiez	abRytisje
abrutissions	abRytisjo~
abrutissons	abRytiso~
abrutit	abRyti
abrutîmes	abRytim
abrutît	abRyti
abrutîtes	abRytit
abrège	abREZ
abrègent	abREZ
abrèges	abREZ
abrégea	abReZa
abrégeai	abReZe
abrégeaient	abReZE
abrégeais	abReZE
abrégeait	abReZE
abrégeant	abReZA
abrégeas	abReZa
abrégeasse	abReZas
abrégeassent	abReZas
abrégeasses	abReZas
abrégeassiez	abReZasje
abrégeassions	abReZasjo~
abrégeons	abReZo~
abréger	abReZe
abrégera	abReZ@Ra
abrégerai	abReZ@Re
abrégeraient	abReZ@RE
abrégerais	abReZ@RE
abrégerait	abReZ@RE
abrégeras	abReZ@Ra
abrégerez	abReZ@Re
abrégeriez	abReZ@Rje
abrégerions	abReZ@Rjo~
abrégerons	abReZ@Ro~
abrégeront	abReZ@Ro~
abrégez	abReZe
abrégeâmes	abReZam
abrégeât	abReZa
abrégeâtes	abReZat
abrégiez	abReZje
abrégions	abReZjo~
abrégèrent	abReZER
abrégé	abReZe
abrégée	abReZe
abrégées	abReZe
abrégés	abReZe
abréviation	abRevjasjo~
abréviations	abRevjasjo~
abscisse	apsis
abscisses	apsis
absence	apsAs
absences	apsAs
absent	apsA
absenta	apsAta
absentai	apsAte
absentaient	apsAtE
absentais	apsAtE
absentait	apsAtE
absentant	apsAtA
absentas	apsAta
absentasse	apsAtas
absentassent	apsAtas
absentasses	apsAtas
absentassiez	apsAtasje
absentassions	apsAtasjo~
absente	apsAt
absentent	apsAt
absenter	apsAte
absentera	apsAt@Ra
absenterai	apsAt@Re
absenteraient	apsAt@RE
absenterais	apsAt@RE
absenterait	apsAt@RE
absenteras	apsAt@Ra
absenterez	apsAt@Re
absenteriez	apsAt@Rje
absenterions	apsAt@Rjo~
absenterons	apsAt@Ro~
absenteront	apsAt@Ro~
absentes	apsAt
absentez	apsAte
absentiez	apsAtje
absentions	apsAtjo~
absentons	apsAto~
absents	apsA
absentâmes	apsAtam
absentât	apsAta
absentâtes	apsAtat
absentèrent	apsAtER
absenté	apsAte
absentée	apsAte
absentées	apsAte
absentéisme	apsAteism
absentéismes	apsAteism
absentés	apsAte
absinthe	apse~t
absinthes	apse~t
absolu	apsOly
absolue	apsOly
absolues	apsOly
absolument	apsOlymA
absolus	apsOly
absolution	apsOlysjo~
absolutions	apsOlysjo~
absolutisme	apsOlytism
absolutismes	apsOlytism
absolvaient	apsOlvE
absolvais	apsOlvE
absolvait	apsOlvE
absolvant	apsOlvA
absolve	apsOlv
absolvent	apsOlv
absolves	apsOlv
absolvez	apsOlve
absolviez	apsOlvje
absolvions	apsOlvjo~
absolvons	apsOlvo~
absorba	apsORba
absorbai	apsORbe
absorbaient	apsORbE
absorbais	apsORbE
absorbait	apsORbE
absorbant	apsORbA
absorbante	apsORbAt
absorbantes	apsORbAt
absorbants	apsORbA
absorbas	apsORba
absorbasse	apsORbas
absorbassent	apsORbas
absorbasses	apsORbas
absorbassiez	apsORbasje
absorbassions	apsORbasjo~
absorbe	apsORb
absorbent	apsORb
absorber	apsORbe
absorbera	apsORb@Ra
absorberai	apsORb@Re
absorberaient	apsORb@RE
absorberais	apsORb@RE
absorberait	apsORb@RE
absorberas	apsORb@Ra
absorberez	apsORb@Re
absorberiez	apsORb@Rje
absorberions	apsORb@Rjo~
absorberons	apsORb@Ro~
absorberont	apsORb@Ro~
absorbes	apsORb
absorbez	apsORbe
absorbiez	apsORbje
absorbions	apsORbjo~
absorbons	apsORbo~
absorbâmes	apsORbam
absorbât	apsORba
absorbâtes	apsORbat
absorbèrent	apsORbER
absorbé	apsORbe
absorbée	apsORbe
absorbées	apsORbe
absorbés	apsORbe
absorption	apsORpsjo~
absorptions	apsORpsjo~
absoudra	apsudRa
absoudrai	apsudRe
absoudraient	apsudRE
absoudrais	apsudRE
absoudrait	apsudRE
absoudras	apsudRa
absoudre	apsudR
absoudrez	apsudRe
absoudriez	apsudRije
absoudrions	apsudRijo~
absoudrons	apsudRo~
absoudront	apsudRo~
absous	apsu
absout	apsu
absoute	apsut
absoutes	apsut
abstenaient	apst@nE
abstenais	apst@nE
abstenait	apst@nE
abstenant	apst@nA
abstenez	apst@ne
absteniez	apst@nje
abstenions	apst@njo~
abstenir	apst@niR
abstenons	apst@no~
abstention	apstAsjo~
abstentionnisme	apstAsjOnism
abstentionnismes	apstAsjOnism
abstentionniste	apstAsjOnist
abstentionnistes	apstAsjOnist
abstentions	apstAsjo~
abstenu	apst@ny
abstenue	apst@ny
abstenues	apst@ny
abstenus	apst@ny
abstiendra	apstje~dRa
abstiendrai	apstje~dRe
abstiendraient	apstje~dRE
abstiendrais	apstje~dRE
abstiendrait	apstje~dRE
abstiendras	apstje~dRa
abstiendrez	apstje~dRe
abstiendriez	apstje~dRije
abstiendrions	apstje~dRijo~
abstiendrons	apstje~dRo~
abstiendront	apstje~dRo~
abstienne	apstjEn
abstiennent	apstjEn
abstiennes	apstjEn
abstiens	apstje~
abstient	apstje~
abstinence	apstinAs
abstinences	apstinAs
abstinent	apstinA
abstinente	apstinAt
abstinentes	apstinAt
abstinents	apstinA
abstinmes	apste~m
abstinrent	apste~R
abstins	apste~
abstinsse	apste~s
abstinssent	apste~s
abstinsses	apste~s
abstinssiez	apste~sje
abstinssions	apste~sjo~
abstint	apste~
abstintes	apste~t
abstraction	apstRaksjo~
abstractions	apstRaksjo~
abstraient	apstRE
abstraira	apstRERa
abstrairai	apstRERe
abstrairaient	apstRERE
abstrairais	apstRERE
abstrairait	apstRERE
abstrairas	apstRERa
abstraire	apstRER
abstrairez	apstRERe
abstrairiez	apstRERje
abstrairions	apstRERjo~
abstrairons	apstRERo~
abstrairont	apstRERo~
abstrais	apstRE
abstrait	apstRE
abstraite	apstREt
abstraitement	apstREt@mA
abstraites	apstREt
abstraits	apstRE
abstrayaient	apstREjE
abstrayais	apstREjE
abstrayait	apstREjE
abstrayant	apstREiA
abstraye	apstREj
abstrayes	apstREj
abstrayez	apstREje
abstrayiez	apstREjie
abstrayions	apstREijo~
abstrayons	apstREjo~
absurde	apsyRd
absurdement	apsyRd@mA
absurdes	apsyRd
absurdité	apsyRdite
absurdités	apsyRdite
abus	aby
abusa	abyza
abusai	abyze
abusaient	abyzE
abusais	abyzE
abusait	abyzE
abusant	abyzA
abusas	abyza
abusasse	abyzas
abusassent	abyzas
abusasses	abyzas
abusassiez	abyzasje
abusassions	abyzasjo~
abuse	abyz
abusent	abyz
abuser	abyze
abusera	abyz@Ra
abuserai	abyz@Re
abuseraient	abyz@RE
abuserais	abyz@RE
abuserait	abyz@RE
abuseras	abyz@Ra
abuserez	abyz@Re
abuseriez	abyz@Rje
abuserions	abyz@Rjo~
abuserons	abyz@Ro~
abuseront	abyz@Ro~
abuses	abyz
abusez	abyze
abusiez	abyzje
abusif	abyzif
abusifs	abyzif
abusions	abyzjo~
abusive	abyziv
abusivement	abyziv@mA
abusives	abyziv
abusons	abyzo~
abusâmes	abyzam
abusât	abyza
abusâtes	abyzat
abusèrent	abyzER
abusé	abyze
abusée	abyze
abusées	abyze
abusés	abyze
abyssal	abisal
abyssale	abisal
abyssales	abisal
abyssaux	abiso
abysse	abis
abysses	abis
abécédaire	abesedER
abécédaires	abesedER
abêtissant	abetisA
abêtissante	abEtisAt
abêtissantes	abEtisAt
abêtissants	abetisA
abîma	abima
abîmai	abimE
abîmaient	abimE
abîmais	abimE
abîmait	abimE
abîmant	abimA
abîmas	abima
abîmasse	abimas
abîmassent	abimas
abîmasses	abimas
abîmassiez	abimasje
abîmassions	abimasjo~
abîme	abim
abîment	abim
abîmer	abime
abîmera	abim@Ra
abîmerai	abim@Re
abîmeraient	abim@RE
abîmerais	abim@RE
abîmerait	abim@RE
abîmeras	abim@Ra
abîmerez	abim@Re
abîmeriez	abim@Rje
abîmerions	abim@Rjo~
abîmerons	abim@Ro~
abîmeront	abim@Ro~
abîmes	abim
abîmez	abime
abîmiez	abimje
abîmions	abimjo~
abîmons	abimo~
abîmâmes	abimam
abîmât	abima
abîmâtes	abimat
abîmèrent	abimER
abîmé	abime
abîmée	abime
abîmées	abime
abîmés	abime
acabit	akabi
acabits	akabi
acacia	akasja
acacias	akasja
académicien	akademisje~
académicienne	akademisjEn
académiciennes	akademisjEn
académiciens	akademisje~
académie	akademi
académies	akademi
académique	akademik
académiquement	akademik@mA
académiques	akademik
académisme	akademism
académismes	akademism
acajou	akaZu
acajous	akaZu
acarien	akaRje~
acariens	akaRje~
acariâtre	akaRjatR
acariâtres	akaRjatR
accabla	akabla
accablai	akable
accablaient	akablE
accablais	akablE
accablait	akablE
accablant	akablA
accablante	akablAt
accablantes	akablAt
accablants	akablA
accablas	akabla
accablasse	akablas
accablassent	akablas
accablasses	akablas
accablassiez	akablasje
accablassions	akablasjo~
accable	akabl
accablement	akabl@mA
accablements	akabl@mA
accablent	akabl
accabler	akable
accablera	akabl@Ra
accablerai	akabl@Re
accableraient	akabl@RE
accablerais	akabl@RE
accablerait	akabl@RE
accableras	akabl@Ra
accablerez	akabl@Re
accableriez	akabl@Rje
accablerions	akabl@Rjo~
accablerons	akabl@Ro~
accableront	akabl@Ro~
accables	akabl
accablez	akable
accabliez	akablije
accablions	akablijo~
accablons	akablo~
accablâmes	akablam
accablât	akabla
accablâtes	akablat
accablèrent	akablER
accablé	akable
accablée	akable
accablées	akable
accablés	akable
accalmie	akalmi
accalmies	akalmi
accapara	akapaRa
accaparai	akapaRe
accaparaient	akapaRE
accaparais	akapaRE
accaparait	akapaRE
accaparant	akapaRA
accaparas	akapaRa
accaparasse	akapaRas
accaparassent	akapaRas
accaparasses	akapaRas
accaparassiez	akapaRasje
accaparassions	akapaRasjo~
accapare	akapaR
accaparement	akapaR@mA
accaparements	akapaR@mA
accaparent	akapaR
accaparer	akapaRe
accaparera	akapaR@Ra
accaparerai	akapaR@Re
accapareraient	akapaR@RE
accaparerais	akapaR@RE
accaparerait	akapaR@RE
accapareras	akapaR@Ra
accaparerez	akapaR@Re
accapareriez	akapaR@Rje
accaparerions	akapaR@Rjo~
accaparerons	akapaR@Ro~
accapareront	akapaR@Ro~
accapares	akapaR
accapareur	akapaR9R
accapareurs	akapaR9R
accaparez	akapaRe
accapariez	akapaRje
accaparions	akapaRjo~
accaparons	akapaRo~
accaparâmes	akapaRam
accaparât	akapaRa
accaparâtes	akapaRat
accaparèrent	akapaRER
accaparé	akapaRe
accaparée	akapaRe
accaparées	akapaRe
accaparés	akapaRe
accent	aksA
accents	aksA
accentua	aksAtHa
accentuai	aksAtHe
accentuaient	aksAtHE
accentuais	aksAtHE
accentuait	aksAtHE
accentuant	aksAtHA
accentuas	aksAtHa
accentuasse	aksAtHas
accentuassent	aksAtHas
accentuasses	aksAtHas
accentuassiez	aksAtHasje
accentuassions	aksAtHasjo~
accentuation	aksAtHasjo~
accentuations	aksAtHasjo~
accentue	aksAty
accentuent	aksAty
accentuer	aksAtHe
accentuera	aksAtyRa
accentuerai	aksAtyRe
accentueraient	aksAtyRE
accentuerais	aksAtyRE
accentuerait	aksAtyRE
accentueras	aksAtyRa
accentuerez	aksAtyRe
accentueriez	aksAtyRje
accentuerions	aksAtyRjo~
accentuerons	aksAtyRo~
accentueront	aksAtyRo~
accentues	aksAty
accentuez	aksAtHe
accentuiez	aksAtyje
accentuions	aksAtyjo~
accentuons	aksAtHo~
accentuâmes	aksAtHam
